market_price,vehicle_age,mileage,horsepower,fuel_efficiency,safety_rating,insurance_price
42972.56589643225,1,122987.35151076569,151,31.21597391922039,3.194353660218754,4104.917349152365
51046.298579533235,7,90879.69212179245,247,21.882205336296504,2.610957938987323,6018.2623237676535
80665.83652537123,10,51246.842780557636,259,18.90516421716555,3.07844670321203,7906.783835037909
27970.640394252376,5,135923.1940571214,113,30.89850817066777,4.986105235194477,3727.3099888940365
56281.09945722504,6,116120.786389958,277,29.982552903485946,1.540869254851419,6267.099941882176
63317.311197583826,10,40469.42163827328,152,19.483900257231024,3.7018241813457022,5872.178966229039
14180.537144799795,7,97148.18579133182,121,32.62847863926409,2.584003865542461,2442.230297310778
64679.036671129455,14,89766.85850015454,129,26.37929979334141,1.5320391956293151,5807.07590447998
25347.171131856237,5,60776.99919180842,290,31.694014790078825,1.6349470534972381,4006.6907431253085
15854.643368675155,7,55676.4558015153,359,35.93417699425377,4.797092424982468,4924.234651374489
95399.6983528,9,52190.51074157989,304,19.24321071442308,4.518405986847048,9065.742773956954
96906.88297671035,3,92956.21172595138,158,15.478621699920916,4.628167841660087,7730.356825516344
82755.7613304815,8,66919.08053561975,363,34.47756465989467,4.9661311033095465,8609.957148754696
37415.23922560336,2,124947.60387446189,111,30.2424356288154,1.8332615600340718,3225.2150370724453
18790.49026057455,11,100770.78980396032,218,32.49098924055304,2.421757349456247,4177.087726665088
71580.97238609413,7,11419.809250705686,389,35.953874374716065,3.676876119699467,7390.871815316725
49613.724436564116,13,96385.06535039675,347,35.07027337061251,2.935210159442589,7007.885735995903
20983.441136030095,2,41400.968038527535,226,39.023003673220614,2.673558133513334,2574.8794128859467
54565.92191001432,14,89328.98675635998,174,28.398376971302955,2.431244997342372,5712.546885833658
13094.966900369654,4,102339.65773441426,303,27.212390816497635,3.375122527773809,4498.023216899286
91838.83618709039,7,35393.5491839478,148,25.047179997268252,3.302373714560328,6553.935442841328
33290.19834400152,3,69071.93808717493,178,18.842276071105115,1.6458313362569603,3869.5855899839826
69627.00559185838,2,29358.4045600411,340,29.31518082205056,2.8869593500737563,6422.009946902015
38053.99684804698,11,8798.492492189738,253,21.92531310814947,3.2138871048393995,5001.088191327935
56806.121906002976,10,57392.98709939449,373,38.032687805324386,3.281147754925562,6949.156333487937
59203.92514089517,7,55078.69650505281,195,29.57977010692744,1.8404287716494072,4843.74015583085
26636.900997297435,1,149326.5931149343,313,29.821004512702753,3.969085569009147,5326.142819956654
97262.61649881027,14,67506.50032844869,393,23.87311652192525,1.1007963792842785,9988.817464627591
79761.95410250031,8,50701.86287135786,308,16.299733799442688,2.4193274221726506,8063.184901888293
94554.90474077703,3,87490.77600078452,187,15.793594134324715,4.120850594142534,8001.977673637949
90534.4615384884,12,14226.341722057501,363,25.583378603829935,3.2555716842216094,8973.442816056
63810.99809299767,12,144288.19465726716,256,17.114134452430946,2.044649730043441,7881.265235777138
92968.68115208052,13,95609.04679306394,255,30.17117388850348,3.779812477372191,8704.659664569073
17964.325184672754,2,113470.83517118632,238,37.02432514099144,3.2695637766242935,3410.8840389663437
27638.457617723067,3,26401.212787913715,220,37.07287041296806,4.184974437825549,2971.068699347385
14070.456001948427,5,62012.20009777538,164,31.47613525330581,3.9401007447592935,2583.8182957133076
39279.72976869379,11,63980.67789603224,206,20.280795786823276,3.4404316881449386,5381.763724984851
44980.95607205338,8,123449.16014126193,246,36.574920783971805,2.952710701243256,5301.713455779754
34421.412859650634,10,1184.2652841520069,236,37.1523358828302,1.5327285026700936,3546.591549041724
84586.37582367365,7,45827.113144635005,261,19.916339623823966,2.045332071541535,7385.932171281836
42107.799402423036,7,147204.21977730127,199,33.43565214426693,2.676397891668341,4963.639748883329
35284.10587186427,12,71758.09498242657,240,22.162988723178074,3.3971971480255547,5693.497523391419
58842.64748424236,7,57996.41575635723,182,35.066007808823244,3.0548314208612193,4971.349699975869
22683.18024772864,8,18854.521300629305,276,39.93094749759007,2.152738103838118,3339.4079191673336
82197.72826786357,1,146150.52966557432,297,15.75065013323482,1.0258574311588422,8026.623872098053
16709.557931179374,4,3983.927032947846,211,37.43414664477329,2.9849568876032557,2169.7454273456187
98819.82429404656,13,110839.85352607923,155,30.565763339966452,2.1425039542489723,7867.624409862261
79502.02923669916,6,115521.37091348776,278,39.33456547912053,3.9384332028421403,7362.013894554206
27884.411338075515,9,37304.85069351613,285,26.62523793816069,1.095785061081934,4322.702964103814
10496.990541124216,13,101062.20809834255,317,36.18469826428434,3.3393112452231635,4891.75902042117
83391.52856093507,2,14846.4425125291,316,16.55985171495693,4.765896950024262,7922.775722511598
73617.16094628554,1,39300.0426983799,219,23.381976251957393,1.697637068445998,5474.624169528233
75610.64512368885,13,118397.39625554749,274,16.67541344378025,2.8865979630023815,8957.849073064623
79414.33120173511,10,129838.24261299749,122,39.38357833697677,1.3656879672685527,5740.494569423065
16664.018656068132,12,91664.4754863089,312,35.42434768179592,3.5027276490454105,5002.4145347197955
42261.915568984536,14,76518.9263412519,334,36.31368553114926,3.2021267223849024,6375.77755018063
20428.215357261673,2,24736.299072228067,112,38.44913078584736,2.6294620968513294,1214.5367222552886
87679.30832880341,7,10403.245928793374,200,17.127587152994636,3.085508085894965,6774.497965993837
66096.83141448021,3,18529.705242560234,123,24.639939812833333,4.586298633876041,4650.797179401483
39780.82223673843,10,34876.23771431872,110,16.775872226100052,1.7851772092442681,3846.8331994891037
15720.251525742127,2,51909.500782641204,372,20.269827538750715,1.090258046821389,4443.20165132949
37988.4089544096,14,57755.519301137094,380,20.734144425941807,4.446659538796403,7629.045064744932
39266.49898240723,11,52601.94351976153,193,26.727680276189467,3.308468329551626,4909.254655130283
75664.55605042576,7,36619.244497392574,300,21.714054186341066,4.56263382184737,7439.078366461745
67380.17242196918,13,76948.91276600302,120,17.524452670444028,3.3877808936526903,6644.038259259614
89849.1468318694,13,123967.63012670162,310,19.187277227352695,4.24064435983881,10050.426647522701
52499.34326457544,2,42675.827232250405,239,18.681889088802272,2.7186934534205918,5173.719757745981
20763.482134447153,3,141415.66584623273,392,39.326919947807454,3.999439725153075,5521.585504724021
74192.03085006955,11,131127.16259685333,397,33.98231267296184,4.6521658675594235,9339.809690586073
78470.65437552077,7,25102.86749146433,200,39.19403663173905,3.288491854888825,5505.873061386338
60514.94778125466,14,118155.11755680708,127,25.993512162697712,1.7231406022495181,5942.04274368003
79387.04619591049,4,86613.51996534722,140,21.959212041566417,2.0751904601207927,5891.817770632803
54441.603672795165,13,85419.72896354136,245,34.95732993022966,1.7945783075896231,5896.890439012612
57045.95464437947,14,59265.37169566799,355,23.15634795102867,1.9874281103829317,7565.991760125296
48478.69165226947,1,75671.79687811945,326,22.484584342633706,2.2256617974041455,5718.288564769847
12287.721406968567,13,60179.63783695245,335,20.81264980519578,3.220535147012754,5484.240634882253
19710.2284293974,14,81420.16019523148,112,18.241974455605884,3.351966517855331,4136.53754786459
12828.626711806082,5,94564.55786312274,309,21.41157652541915,2.7059989889674445,4699.1862453517
67276.93701374024,12,101471.26715494822,328,23.88299371184719,3.4616831192833417,8438.738985764327
38292.0382968694,9,80339.6976913545,199,31.84985520364326,1.3262997024454637,4313.200093065432
55771.36220482325,8,108491.88803198103,130,16.56412105548629,1.3511529482326399,5362.238977611496
91680.98265334837,12,22050.429342050364,115,20.262673491633574,1.6873178414306338,6562.84970623549
32436.300623398743,9,32585.391144433543,236,35.22559100729191,3.072309992161379,3925.0996366977597
46934.46307320667,10,122991.51560706625,265,18.673048089594268,1.8559787147932543,6574.114509958686
77999.60246887438,14,49056.668699115864,199,23.56612866306304,2.1331376139703093,6932.447892933463
30591.83489424602,9,4411.179921441917,208,36.61647304645351,2.6012513446919763,3351.1357664563716
16928.191884591368,7,23914.881300536632,272,18.873132778586065,4.24746449604152,4505.673518927943
36077.63076223912,4,34318.55073995038,336,17.068420890454746,1.0554485436514405,5313.46623342351
24509.9158528604,5,143641.11029629348,261,27.11344987700027,3.5975152809464896,5242.9304444664185
93672.78871083158,1,86383.17291069655,315,22.56048778196341,3.6755061241627414,8316.619722141722
82730.83416079753,14,139976.88033096195,363,29.08520911209635,4.194623121426546,9985.834192016087
67006.33808593811,1,86699.33922399711,362,35.095122262086875,4.731011756241253,7116.239091842468
88431.4531168946,3,72423.81158053991,391,18.428712203818577,1.0805513957971593,8735.173651007122
82330.4869209203,13,47745.42598792031,373,29.517477113857126,1.6151348220528647,8459.609291387716
26791.305299743224,14,91349.27072057297,102,27.637719009746597,4.544685176223972,4161.614768109348
90330.309864098,8,21740.505668011945,127,18.60196965032999,2.8340742487480615,6494.727768974231
58540.801772408566,14,134840.9824666132,248,30.599962138224562,3.258362555733854,7364.741234241225
82669.61396476562,2,124570.52836605127,127,21.84101044651929,3.6521088148925895,6420.722703066668
90648.21699311439,4,48312.18573363382,164,27.19585796360031,3.7162664179825495,6432.885525273316
38620.312747467746,2,142966.83161259285,120,17.056808106926546,4.726961613266033,4747.39180744203
19904.67320749091,14,123954.91434491966,351,26.489601430340578,4.987797669646678,6568.056164486756
30514.16462877475,5,100279.72598942091,334,22.661586701070508,3.880629843723761,6031.598088165547
48439.70097636307,9,19142.524757665942,326,35.55953027963386,2.1488848368206033,5486.101285402704
83621.32893302439,1,72256.86943416277,112,16.42446817493421,4.519009609177374,6232.420334990285
87465.7524930709,5,76410.02567216588,148,25.465181872958247,1.1968836581630464,5888.549347584464
10625.691747807163,14,35650.152396441634,217,26.46078560328595,1.9243234114979848,3484.5265704824274
55967.25723198092,9,12914.84375953599,153,33.12515190747797,4.58954286985486,4397.327501786371
47566.99028339011,1,116731.82094028221,237,29.357189377255274,2.02476605775742,5089.731577026466
29989.702942365722,9,19183.22276653486,152,31.680308429854527,1.8826042384869939,2795.2173427764997
20787.883060031454,8,89549.32183370444,143,34.4262321412939,1.552501172560989,2879.616359732109
40385.36542632652,4,140530.92690866542,152,36.55507434145472,4.436447030587666,4498.700193816192
94861.87335212673,12,131539.67369710834,173,22.846887418061762,3.000233036764347,8356.133605773595
39088.26388186797,11,42385.14093863991,145,28.450567634097574,3.699572812216619,4132.372289091469
56691.15595690295,10,127865.84699513853,112,36.00270196098,1.9562655363001187,4859.371298646191
73271.706300566,5,1049.5434119529216,264,39.73627827412641,4.0321616840448655,5549.266768532174
42726.66421413646,13,3635.483632375326,201,37.23798277609408,4.040022179848394,4439.041808411373
97460.38744488647,5,90780.42141258687,379,24.28668156560942,2.2503920996332005,9258.285168935668
96620.25654479001,11,55354.934652534896,357,19.87916293046626,2.6427305320411314,9411.0342922032
32660.406624282776,12,58582.665332712924,237,27.234813435164718,1.8387611097208034,4571.811732814747
54752.36553031469,6,85101.7225111535,262,33.54103629590105,4.906244093291617,6135.500930339999
37079.047883509265,7,29575.585883187225,210,27.31422676883244,3.5824103082336465,4244.32320157938
35635.64449397208,8,32551.547249156272,201,27.079521582841714,4.738175522862062,4455.64774092908
13319.825261907952,14,73205.63646581084,116,35.955760527045015,2.2135421745165327,2672.554420213941
64860.790058190716,8,113383.7781072356,367,24.03509447667966,4.127563651987559,8587.979518208665
55241.11209059753,11,93305.16495973057,281,36.49486687029114,4.0634345755389685,6565.796353584238
14633.087612499043,14,45305.90218728899,123,25.17012002379309,3.766622607466166,3275.472052110434
35078.18178129503,13,65120.239448829256,128,23.205827641958486,4.862555901067202,4847.345584979948
91743.92973699883,2,26429.049023949763,270,26.349747779992477,2.574221344425262,6813.150300004911
31560.570160027517,9,12119.842336225176,327,34.061173966871706,1.5228692943590292,4493.057397366619
23040.538488210077,7,117621.71007087824,287,18.150050696599855,3.686835436976243,5783.297174866759
54050.74842498067,4,40542.72396904099,329,19.910480396800434,3.9172392019088247,6653.911502322951
98708.54086995406,4,27487.191789835982,218,38.7861206415773,3.3002422938352587,6317.366117834004
31784.974436035038,11,104051.09027982858,255,19.387290684533934,1.827271572533585,5599.713877899165
70492.19926652906,8,93089.69946879071,371,29.193182948276366,3.0178237666774215,8021.58623865368
78545.76537958458,4,95345.25427600615,274,29.482861666548445,2.2487589462765176,7006.338213108093
31387.37895931597,13,35105.29612214543,203,27.24061155125612,2.7098661126667563,4478.439012134597
75539.47137506737,6,35664.18524583947,191,31.118631214420464,3.5808743033786556,5953.52976191107
43100.48194473279,5,33899.59183806023,285,20.74566814494046,3.980858970763338,5553.4118544860785
66907.52475342216,3,26889.13675368188,382,28.816556694418708,1.9288987636053725,6629.462273377145
67017.67396848052,13,98702.82721168679,280,24.304331381172428,2.6213014425878134,7861.92289188771
58219.721566728265,14,127354.36690216081,269,31.541681490729726,2.0766462839665167,7142.432623467869
18126.079304896746,10,108923.30298182252,286,18.530588584328736,1.7945264554474765,5414.678008054919
85177.22460303141,11,119021.95143032094,274,29.271935420986907,4.133548879983353,8681.066549703088
38870.20584745622,2,61314.96593369477,321,19.631758884583093,4.637010777747969,5796.762501158871
26786.66593598688,9,98457.29351042771,332,21.96607657787591,2.480928742738307,5808.475316079705
13669.762739928752,10,53781.199826271404,261,20.46774500808958,4.005115697495068,4453.784799447793
63180.36488694177,9,79300.18867332736,233,19.57094449672043,4.587981157457644,7187.2743212117175
70980.79256580542,1,72763.59213369449,323,35.64277378901667,4.384496842120926,6820.295910909268
11492.904603507053,10,27356.184626434304,252,22.14268919152226,1.7312535541569036,3792.259541833602
56088.37524693529,3,58674.73529000899,132,38.178094546611234,4.825167526053445,4151.605426359307
30384.619767814416,8,144609.5190468703,154,39.248163133629774,2.50670576171785,3960.5430322750035
68065.5511368505,6,38038.45839952637,106,29.281511748427434,2.3569626446953453,4392.977449090117
25692.97861044923,5,20936.75670564382,343,18.57502806664316,1.2497253091111213,4629.5685743945805
72184.39642922193,5,63368.51262196636,225,24.363706084489532,2.944694616419532,6448.666499981945
44806.181167048366,6,118760.32264316207,111,34.94330658370535,1.4360544625637148,3719.725923335455
94305.6989863061,7,87740.08623721587,115,24.18476821742676,1.994159283709704,6643.0236949921555
22376.884973139393,1,102465.24925849844,307,17.175430457569718,2.2677704870691255,4947.016463840592
40695.97159452327,9,29264.532378026903,142,28.9196227732047,4.235305293966736,4080.842371885365
20212.616911653015,3,93223.2807581505,234,36.12802128740087,4.501954601583586,3805.2351950961856
93222.42564507065,4,49201.55884180959,327,34.89815967858756,2.2098652698458787,7649.700499193121
88960.5418042883,10,125311.20152726036,210,19.37807850325883,4.434792484978296,8773.61571255377
33214.74649436401,1,94765.52209559969,259,31.819115360311667,4.428923749479164,4677.801814810739
69398.56414307612,13,30629.58538851909,363,20.512606585891177,4.058603801539494,8543.720747294816
83549.99801810943,11,10627.885296768836,324,20.455188363804304,1.5867804560607262,7872.258453691628
59968.07304395161,10,7352.348183767877,316,36.85179433262963,3.761291387602916,6217.252162415675
57668.552052040584,3,56339.87657987097,144,21.241723818505754,4.780096258322275,4941.3099222539795
31766.706181040652,2,40611.81936149271,313,21.58118366295028,3.7301619150686283,5096.81585776276
18379.24910253093,2,97267.4283959137,158,15.01633476903249,2.326467396431336,3266.6611859437226
90749.41821579941,14,75400.74141181412,231,36.76672585313794,3.002317269723325,7792.185814875354
91037.62514469973,1,40636.87242280173,203,34.814870330228366,3.5829001734042145,5979.571103789813
66979.13115459411,8,23236.42891457624,294,30.68322337726695,3.0422816349140143,6450.954903302366
40512.68119438306,3,19952.76464042999,256,33.75664409847106,1.4798117669238793,3689.8993319918845
41428.86171513948,3,129834.39842892223,197,18.801214185612295,2.2482561786080826,4989.902000670864
75336.01109832154,6,37278.21729232522,325,26.458089864689384,4.20958412221453,7550.665022149614
90739.92339573194,13,98104.88653873428,304,23.78048468371952,4.44567218438207,9500.363160181108
89837.77818386056,8,121792.20326995368,178,17.34441315642541,1.549200130862281,7820.544982325087
80188.79912718615,13,92498.11536652567,223,27.1532621303731,4.8095470095948984,8068.79997429833
67782.84815388589,9,129075.21951539491,317,38.01849125856589,2.3152904713944373,7351.570232737641
17572.596849554393,9,59466.6645077427,103,16.001477976267363,3.64925495492288,3237.3166842248334
24546.58426851524,4,143477.1064066933,189,22.286522837344847,4.007300583826725,4580.301029248061
90869.87696743713,14,20838.605622536445,203,20.188523405142586,4.247784938551534,7976.146858440291
64578.61536936309,5,16220.279918973176,218,20.953666341642407,4.78299880890372,6065.720260380766
10827.734645496668,2,99145.12978490909,232,37.710863796984384,2.2516781921152904,2785.3681874783124
19132.43885794289,11,141481.840070576,195,26.701726355857254,4.4340258182062176,4892.6420142769975
69715.15921972503,9,121523.63578381289,242,26.65748532349547,1.5267476137448281,7101.15438986434
10455.542546159682,8,12386.112056269663,387,34.01439106138206,3.820163625414371,4162.983678111883
24472.724627574877,3,42625.78937627274,127,18.862305100123145,3.9679109180559435,2950.9421136372735
59386.04104299275,11,139617.51384083572,377,27.18163385250127,3.7108929648052817,8522.69624527531
72270.5677923424,12,38705.7064873169,332,25.749630353026493,2.009258944540612,7499.704856803016
68676.51335523406,13,117394.39314425096,116,29.9227672636664,4.492172588060813,6311.706914654296
30184.23785145038,9,123944.69719337687,158,39.988942581260964,1.67543385348158,3605.598397353335
74096.12992127822,3,74822.36341568628,189,34.23622235205117,1.2145391660833234,5152.720076062094
31352.417874712006,9,58565.98756739901,298,24.946642575435682,3.8698599624476486,5597.861172887846
39285.9728343341,2,68068.54043054419,125,35.68882630685117,2.9019028609309347,2959.970571477926
77184.22646062217,12,34817.73946043926,124,19.267709082812004,4.396392079834705,6589.8433787790955
68466.96091424933,10,133519.2465031978,366,15.761592157724003,2.533588564233036,9202.954933319887
86430.106944476,9,68142.32885273393,280,20.111209311606828,1.6731143540308513,8025.037812352743
69185.1603070309,8,132486.45662795886,167,23.51028890285649,4.345768769879479,6829.062551633631
61147.77430019245,9,16748.32850603484,148,27.764518936488997,3.1956385265602867,4961.5551766396575
18430.729104528324,5,148253.01537901958,274,30.378228513529997,1.7567831695614196,4417.600603974283
43094.42227534902,11,67047.69002909912,151,37.76514293036054,3.881535994345783,4229.688436533328
33868.21309135529,11,8126.792238721715,201,27.746350238761444,3.044454553958002,4088.4601882280713
31959.06790411752,2,6665.255387380782,315,27.531891115643234,3.4172519289612793,4230.180687160127
97570.9499277201,8,112184.88136479395,287,16.256075245574554,2.8435933528263275,9384.56818012154
45378.79522000844,12,99196.29459634844,156,15.872788816405595,4.314835935272026,6124.635845354379
90284.1899659402,6,120517.45316101053,146,28.778999047909302,4.318250862732199,7238.918423982703
66802.47633975366,8,16699.76255896809,258,25.954465331208613,3.837555287297545,6267.12622683388
81533.01731874836,11,6300.059188296704,273,35.979509874507464,1.421605509585849,6406.226528717307
55237.33837946729,5,76778.3141276892,341,19.016989617796128,4.355415447616275,7467.316969360729
61921.34961637232,10,58751.68949093266,381,15.62429155292624,3.6840519221316392,8498.820194281354
54326.59244369775,2,69830.0935639724,340,26.225969198253146,3.788096664017198,6668.457934650248
27571.868901824004,6,148746.67292167083,104,20.936963918806438,2.4519313616154865,4067.611068064837
75020.69037353547,5,145641.74369292986,183,16.240359333470938,4.517118224628026,7743.286940714124
35269.51261967702,12,141404.99306130572,347,33.114957171190724,3.90148640093943,6833.288128179678
12188.436978830845,13,117792.5588383834,153,17.789824998931188,1.4503618661167779,4094.314595765514
68092.50663164511,12,53871.362678276666,260,30.207987500194292,2.6311121376246507,6753.851330710547
25939.961146634407,5,62407.50860915297,325,22.026243754172228,4.545521447840567,5423.767064928927
94641.27259176229,13,82892.79051411974,114,19.337401258875552,1.188786806789516,7288.680367196691
95853.57193023287,1,124749.63400432115,323,24.493788072982937,4.845666478568198,9209.139982080496
92337.79511984036,2,11238.212045221897,160,35.03614440557384,3.716650273278251,5570.8778699216155
43314.28302299,8,64220.23599684833,221,24.802339422614317,3.5255039105735064,5195.052941967763
11391.095487598068,13,13310.031855431034,376,33.76924123027639,2.0822370259519656,4564.886327970049
93548.67063289529,14,77683.98039945323,145,18.137157419978767,1.9951671549567083,7732.690141424104
48536.57334855829,13,134936.22277692906,393,34.31928549162698,4.768232877954382,8265.54150810316
96998.93371393027,3,117590.25376002675,161,20.923333122666214,2.193089816936491,7297.9655238030555
96725.79793803276,10,34948.52021392339,185,31.93482824722182,4.102021186875998,7237.551298881418
86770.8509920624,3,146422.63659022006,309,29.144538871024906,2.5724871928283166,8326.66370802379
36500.40028626271,8,100435.20930891782,177,38.22861793029219,1.557016283138816,3695.3250955338785
44658.79557417327,8,2553.7272102130573,301,24.68306294938285,1.0428611907814358,5237.415648925632
86602.30043651712,2,39056.60921809771,322,16.65412972086101,3.1770293480610032,7761.271890646533
38522.98046406499,8,39846.28168806757,321,15.478887138781323,4.903115274195731,6481.523769658519
25254.347201748322,11,11318.89163659313,102,35.67146402431882,2.476544775236818,2244.6632192789443
60112.11362125151,13,144014.15119331342,105,28.118390941535804,2.4287693359721794,5934.0129297568865
94253.92967447029,13,72260.03889181264,192,34.381101295873734,2.3763664713977684,7401.467530070337
72642.68170074758,1,134476.37500841042,107,20.860640000287866,3.0821753492194337,5714.561834650823
61305.50530804285,6,49010.11001324962,334,23.627093637830843,2.762659533697174,6907.6085989152925
18745.88443936917,8,19659.80199449124,207,15.752596805282973,4.519658506908058,4097.087155285066
65350.650402925276,3,71676.08037602587,260,39.037308114352804,3.022083166893961,5676.162677361165
99104.8465093837,8,17979.538572433255,308,31.696697667520336,3.031031352754275,8120.344009791518
22607.561371287164,12,73416.30994365345,339,38.330127193982655,1.5534863788822264,4936.014519178769
56649.668712736304,1,138124.28000169175,149,21.637410185726807,4.930958163641543,5611.43168675866
88963.57647351599,11,78594.45313329769,110,30.28659028064152,1.9998915634753187,6311.833311231193
76669.1755978784,11,92858.45930736743,255,31.962499207315947,1.2934562698384107,7042.56307169741
72731.41668957411,9,24339.127109097437,169,22.93874250643971,3.652584995900835,5952.981841858915
73223.56755883983,13,7516.6082561154535,268,36.202730875390756,3.3814654806274906,6618.517431253682
42354.203609777964,11,17510.386364791248,371,38.67903657250619,2.660582615970983,5647.214162927716
36423.265983804406,13,90181.20477697048,167,37.12137794240011,2.6887689355227122,4440.2006199294865
82842.50399306623,9,15156.743149853395,351,33.47667439848431,4.140255684185725,7750.890891775341
82910.20552112626,5,57022.9406012554,147,21.93661699312385,1.7828505603985962,6117.383005776576
88036.50867220933,10,82963.69912826525,283,22.040401052640792,4.281013275779559,8726.011761557784
92191.64973008241,4,58909.26699584721,286,39.08400801115095,3.5949884555800726,7245.402680741103
56020.815897484405,11,25388.88641832992,189,15.257112398392302,2.6758790951180975,5896.43578920033
55136.466521847964,6,41794.90481960187,238,32.90124933105361,2.8321144663354745,5019.06875798282
81846.56610700977,12,139319.31239443796,188,32.65615406388156,2.026588828744383,7423.278356192964
68496.75376999886,7,101721.35906236694,373,30.567238523744937,4.008457330787899,8022.462459313904
73177.0189531933,5,74911.1279633031,118,39.752721152171645,3.051498969221071,4855.837733446583
81621.3402492491,11,2894.518608047134,253,22.79698589409313,2.2834181709993744,7058.261464534721
90100.48076358097,13,148869.89467293106,359,23.499296594831204,3.384200463043801,10325.95710697867
40419.56411663823,10,101046.78529930185,207,16.973485073663888,4.982937808205293,6219.44118954005
43802.46573759496,9,48221.44912439679,384,26.06995341359344,2.7410491186262154,6737.941858108559
18458.37458567821,3,132011.03033967788,158,21.526213155871204,4.682765603114478,3924.825966324981
62045.21268965566,7,39506.311423480896,224,23.584667554441104,2.3800673596982644,5659.168073992912
13234.804641706787,10,82058.47029823,372,35.86429475639069,1.2189308276999435,4630.742703029719
51903.82163192141,10,95774.54379574394,206,38.38711283818739,1.8169684254737155,4939.278351461887
58838.01712368189,11,33938.44234660554,398,19.643326800129643,2.674780573310737,8096.129445099997
35788.712691545596,5,146781.1945412888,344,24.312723288836647,1.878539714378276,6300.679899302519
63174.99345121097,14,112480.59399087064,346,38.21576405288485,1.0009081528730221,7516.110719017658
12745.02249451445,7,84114.17060114942,107,16.545211517230566,4.6600061509901085,3374.080493438488
13361.336987429298,2,27908.595128119832,240,17.309013202784463,4.3755176449237165,3458.3522644499867
84034.05045936925,4,9024.872842705892,107,19.069774730155736,3.9691689259477885,5601.70082915602
42417.15772701366,2,48688.915045626534,193,29.880320853171867,1.6712583825841145,3656.3829485962524
21435.44613866963,14,113224.91305109701,138,18.761806775149935,1.4814543048399442,4323.395826146312
57001.893404932394,13,41130.363447001735,180,39.20190953626834,1.2704189978895326,4774.69792206623
79299.41977887497,13,81393.87685383027,286,26.16786318146301,3.896116755091685,8511.891488705425
29423.892474715885,12,109464.12933288074,183,27.53794900875416,4.715231842751541,5253.876320643035
66060.14282371002,7,17083.613482323188,187,21.166465395135162,2.722143283652148,5483.982985755105
17681.27184943912,2,103109.40440126513,341,26.774006310868337,1.4765626879841927,4373.78561375988
14651.354905174692,13,14688.762268796661,192,31.547840815925287,3.0495712829284263,3070.6188231998426
57821.91684113332,14,144804.33157692247,185,33.77942842385107,2.3953276298345205,6398.857356666913
58657.160944909585,11,73770.725379676,143,33.84670206774783,2.499299697399991,5062.668808488082
67368.69113483859,1,23450.74004877173,236,29.44727781735221,3.485322496622829,5070.485425210558
75348.22003503953,9,52015.16176899843,173,37.60899437484643,3.8748724530488095,5811.276071148225
97826.68715162811,1,62599.05094499396,135,35.43519618265273,1.4424143954926434,5499.8568595295565
56467.03134710758,8,113969.56665040407,200,33.92620286746563,1.1423609232259055,5267.454849499764
39066.08256471214,2,111770.14412541478,255,16.390138042011515,4.9773212107428595,6126.090293439339
81566.75752918333,12,92179.13529526233,354,15.171949055491233,1.9309133956622073,9409.892463194758
34374.90261358668,8,16783.67617121545,270,20.311181929886825,1.2153220996338363,4745.106406632004
49507.42786350725,13,23583.836366563362,315,31.588089847836308,1.75950131638368,5912.109475690893
