timestamp,vehicle_id,sensor_type,value,unit
2025-10-01 08:01:35,VEH004,coolant_temp,70.36,Celsius
2025-10-01 08:01:36,VEH004,coolant_temp,87.96,Celsius
2025-10-01 08:01:37,VEH003,oxygen_sensor,0.75,Volts
2025-10-01 08:01:38,VEH002,engine_rpm,2502.56,RPM
2025-10-01 08:01:39,VEH004,engine_rpm,2382.71,RPM
2025-10-01 08:01:40,VEH001,engine_rpm,1792.31,RPM
2025-10-01 08:01:41,VEH001,coolant_temp,80.79,Celsius
2025-10-01 08:01:42,VEH002,oxygen_sensor,0.63,Volts
2025-10-01 08:01:43,VEH004,oxygen_sensor,0.54,Volts
2025-10-01 08:01:44,VEH002,oxygen_sensor,0.67,Volts
2025-10-01 08:01:45,VEH001,coolant_temp,89.04,Celsius
2025-10-01 08:01:46,VEH004,engine_rpm,3443.09,RPM
2025-10-01 08:01:47,VEH004,throttle_position,32.62,%
2025-10-01 08:01:48,VEH004,throttle_position,33.86,%
2025-10-01 08:01:49,VEH004,oxygen_sensor,0.69,Volts
2025-10-01 08:01:50,VEH002,coolant_temp,65.81,Celsius
2025-10-01 08:01:51,VEH003,coolant_temp,84.73,Celsius
2025-10-01 08:01:52,VEH001,engine_rpm,2530.12,RPM
2025-10-01 08:01:53,VEH003,engine_rpm,3731.62,RPM
2025-10-01 08:01:54,VEH001,oxygen_sensor,0.66,Volts
2025-10-01 08:01:55,VEH002,engine_rpm,2650.77,RPM
2025-10-01 08:01:56,VEH001,coolant_temp,84.65,Celsius
2025-10-01 08:01:57,VEH001,engine_rpm,1915.66,RPM
2025-10-01 08:01:58,VEH002,oxygen_sensor,0.93,Volts
2025-10-01 08:01:59,VEH001,coolant_temp,92.52,Celsius
2025-10-01 08:02:00,VEH001,engine_rpm,2895.52,RPM
2025-10-01 08:02:01,VEH004,throttle_position,16.36,%
2025-10-01 08:02:02,VEH003,coolant_temp,99.03,Celsius
2025-10-01 08:02:03,VEH003,coolant_temp,70.98,Celsius
2025-10-01 08:02:04,VEH003,oxygen_sensor,0.82,Volts
2025-10-01 08:02:05,VEH002,throttle_position,62.86,%
2025-10-01 08:02:06,VEH004,throttle_position,15.14,%
2025-10-01 08:02:07,VEH001,engine_rpm,2216.85,RPM
2025-10-01 08:02:08,VEH004,engine_rpm,2549.83,RPM
2025-10-01 08:02:09,VEH001,coolant_temp,79.97,Celsius
2025-10-01 08:02:10,VEH003,coolant_temp,69.49,Celsius
2025-10-01 08:02:11,VEH003,engine_rpm,2534.28,RPM
2025-10-01 08:02:12,VEH002,throttle_position,14.07,%
2025-10-01 08:02:13,VEH003,coolant_temp,89.74,Celsius
2025-10-01 08:02:14,VEH004,throttle_position,16.21,%
2025-10-01 08:02:15,VEH001,throttle_position,53.25,%
2025-10-01 08:02:16,VEH001,coolant_temp,77.17,Celsius
2025-10-01 08:02:17,VEH003,engine_rpm,2338.97,RPM
2025-10-01 08:02:18,VEH001,coolant_temp,93.14,Celsius
2025-10-01 08:02:19,VEH003,throttle_position,11.54,%
2025-10-01 08:02:20,VEH002,throttle_position,33.41,%
2025-10-01 08:02:21,VEH002,throttle_position,49.61,%
2025-10-01 08:02:22,VEH004,throttle_position,5.89,%
2025-10-01 08:02:23,VEH001,engine_rpm,2592.32,RPM
2025-10-01 08:02:24,VEH004,throttle_position,33.9,%
2025-10-01 08:02:25,VEH001,engine_rpm,2890.91,RPM
2025-10-01 08:02:26,VEH003,coolant_temp,72.63,Celsius
2025-10-01 08:02:27,VEH003,coolant_temp,71.8,Celsius
2025-10-01 08:02:28,VEH004,oxygen_sensor,0.8,Volts
2025-10-01 08:02:29,VEH001,engine_rpm,2648.49,RPM
2025-10-01 08:02:30,VEH001,coolant_temp,87.5,Celsius
2025-10-01 08:02:31,VEH001,throttle_position,35.2,%
2025-10-01 08:02:32,VEH002,oxygen_sensor,0.56,Volts
2025-10-01 08:02:33,VEH002,engine_rpm,2616.13,RPM
2025-10-01 08:02:34,VEH003,throttle_position,34.4,%
2025-10-01 08:02:35,VEH001,throttle_position,19.28,%
2025-10-01 08:02:36,VEH002,coolant_temp,103.66,Celsius
2025-10-01 08:02:37,VEH001,throttle_position,37.11,%
2025-10-01 08:02:38,VEH004,coolant_temp,73.09,Celsius
2025-10-01 08:02:39,VEH002,coolant_temp,91.57,Celsius
2025-10-01 08:02:40,VEH002,oxygen_sensor,0.51,Volts
2025-10-01 08:02:41,VEH001,coolant_temp,92.87,Celsius
2025-10-01 08:02:42,VEH003,oxygen_sensor,0.93,Volts
2025-10-01 08:02:43,VEH002,throttle_position,17.69,%
2025-10-01 08:02:44,VEH002,engine_rpm,2981.69,RPM
2025-10-01 08:02:45,VEH004,engine_rpm,2706.39,RPM
2025-10-01 08:02:46,VEH004,coolant_temp,93.22,Celsius
2025-10-01 08:02:47,VEH002,oxygen_sensor,1.08,Volts
2025-10-01 08:02:48,VEH003,throttle_position,26.32,%
2025-10-01 08:02:49,VEH002,coolant_temp,77.46,Celsius
2025-10-01 08:02:50,VEH001,coolant_temp,76.1,Celsius
2025-10-01 08:02:51,VEH004,throttle_position,17.76,%
2025-10-01 08:02:52,VEH003,engine_rpm,2461.45,RPM
2025-10-01 08:02:53,VEH003,throttle_position,35.12,%
2025-10-01 08:02:54,VEH004,throttle_position,34.15,%
2025-10-01 08:02:55,VEH001,engine_rpm,2913.59,RPM
2025-10-01 08:02:56,VEH003,coolant_temp,85.13,Celsius
2025-10-01 08:02:57,VEH003,engine_rpm,3226.77,RPM
2025-10-01 08:02:58,VEH001,oxygen_sensor,0.65,Volts
2025-10-01 08:02:59,VEH003,throttle_position,70.8,%
2025-10-01 08:03:00,VEH004,engine_rpm,2812.83,RPM
2025-10-01 08:03:01,VEH004,coolant_temp,76.43,Celsius
2025-10-01 08:03:02,VEH003,engine_rpm,1964.55,RPM
2025-10-01 08:03:03,VEH004,engine_rpm,2741.24,RPM
2025-10-01 08:03:04,VEH002,throttle_position,26.65,%
2025-10-01 08:03:05,VEH004,engine_rpm,2857.0,RPM
2025-10-01 08:03:06,VEH003,throttle_position,37.1,%
2025-10-01 08:03:07,VEH001,throttle_position,28.91,%
2025-10-01 08:03:08,VEH003,oxygen_sensor,0.53,Volts
2025-10-01 08:03:09,VEH003,oxygen_sensor,0.4,Volts
2025-10-01 08:03:10,VEH003,coolant_temp,80.53,Celsius
2025-10-01 08:03:11,VEH002,oxygen_sensor,0.87,Volts
2025-10-01 08:03:12,VEH004,coolant_temp,87.14,Celsius
2025-10-01 08:03:13,VEH003,oxygen_sensor,0.45,Volts
2025-10-01 08:03:14,VEH001,throttle_position,32.6,%
2025-10-01 08:03:15,VEH003,coolant_temp,88.85,Celsius
2025-10-01 08:03:16,VEH004,throttle_position,16.74,%
2025-10-01 08:03:17,VEH004,oxygen_sensor,0.73,Volts
2025-10-01 08:03:18,VEH004,coolant_temp,85.58,Celsius
2025-10-01 08:03:19,VEH004,coolant_temp,73.57,Celsius
2025-10-01 08:03:20,VEH001,throttle_position,35.37,%
2025-10-01 08:03:21,VEH003,engine_rpm,2780.39,RPM
2025-10-01 08:03:22,VEH002,throttle_position,46.25,%
2025-10-01 08:03:23,VEH002,coolant_temp,95.54,Celsius
2025-10-01 08:03:24,VEH002,engine_rpm,1811.17,RPM
2025-10-01 08:03:25,VEH001,coolant_temp,75.62,Celsius
2025-10-01 08:03:26,VEH004,engine_rpm,2757.52,RPM
2025-10-01 08:03:27,VEH004,oxygen_sensor,0.8,Volts
2025-10-01 08:03:28,VEH002,oxygen_sensor,0.8,Volts
2025-10-01 08:03:29,VEH004,oxygen_sensor,1.2,Volts
2025-10-01 08:03:30,VEH002,coolant_temp,90.71,Celsius
2025-10-01 08:03:31,VEH001,engine_rpm,3067.78,RPM
2025-10-01 08:03:32,VEH004,coolant_temp,94.54,Celsius
2025-10-01 08:03:33,VEH002,oxygen_sensor,0.83,Volts
2025-10-01 08:03:34,VEH001,coolant_temp,81.85,Celsius
2025-10-01 08:03:35,VEH001,oxygen_sensor,0.85,Volts
2025-10-01 08:03:36,VEH002,oxygen_sensor,0.55,Volts
2025-10-01 08:03:37,VEH003,oxygen_sensor,0.65,Volts
2025-10-01 08:03:38,VEH004,oxygen_sensor,0.6,Volts
2025-10-01 08:03:39,VEH002,oxygen_sensor,0.72,Volts
2025-10-01 08:03:40,VEH004,throttle_position,64.72,%
2025-10-01 08:03:41,VEH002,throttle_position,1.99,%
2025-10-01 08:03:42,VEH004,coolant_temp,91.86,Celsius
2025-10-01 08:03:43,VEH003,oxygen_sensor,0.38,Volts
2025-10-01 08:03:44,VEH001,throttle_position,22.92,%
2025-10-01 08:03:45,VEH002,throttle_position,46.33,%
2025-10-01 08:03:46,VEH003,throttle_position,30.96,%
2025-10-01 08:03:47,VEH001,coolant_temp,74.22,Celsius
2025-10-01 08:03:48,VEH002,coolant_temp,77.85,Celsius
2025-10-01 08:03:49,VEH004,coolant_temp,91.8,Celsius
2025-10-01 08:03:50,VEH002,engine_rpm,2134.82,RPM
2025-10-01 08:03:51,VEH004,oxygen_sensor,0.74,Volts
2025-10-01 08:03:52,VEH003,oxygen_sensor,0.71,Volts
2025-10-01 08:03:53,VEH004,engine_rpm,2174.2,RPM
2025-10-01 08:03:54,VEH002,oxygen_sensor,1.13,Volts
2025-10-01 08:03:55,VEH004,engine_rpm,2816.96,RPM
2025-10-01 08:03:56,VEH004,oxygen_sensor,0.29,Volts
2025-10-01 08:03:57,VEH001,throttle_position,32.8,%
2025-10-01 08:03:58,VEH003,oxygen_sensor,0.57,Volts
2025-10-01 08:03:59,VEH004,coolant_temp,93.52,Celsius
2025-10-01 08:04:00,VEH004,coolant_temp,77.07,Celsius
2025-10-01 08:04:01,VEH003,oxygen_sensor,0.68,Volts
2025-10-01 08:04:02,VEH004,engine_rpm,2752.49,RPM
2025-10-01 08:04:03,VEH004,throttle_position,42.99,%
2025-10-01 08:04:04,VEH004,coolant_temp,73.0,Celsius
2025-10-01 08:04:05,VEH004,coolant_temp,81.65,Celsius
2025-10-01 08:04:06,VEH001,oxygen_sensor,0.61,Volts
2025-10-01 08:04:07,VEH001,engine_rpm,2173.34,RPM
2025-10-01 08:04:08,VEH004,coolant_temp,102.65,Celsius
2025-10-01 08:04:09,VEH004,coolant_temp,89.05,Celsius
2025-10-01 08:04:10,VEH001,throttle_position,11.09,%
2025-10-01 08:04:11,VEH004,throttle_position,43.77,%
2025-10-01 08:04:12,VEH002,oxygen_sensor,1.12,Volts
2025-10-01 08:04:13,VEH003,throttle_position,45.49,%
2025-10-01 08:04:14,VEH004,throttle_position,7.21,%
2025-10-01 08:04:15,VEH004,throttle_position,22.74,%
2025-10-01 08:04:16,VEH001,oxygen_sensor,0.95,Volts
2025-10-01 08:04:17,VEH001,engine_rpm,2146.17,RPM
2025-10-01 08:04:18,VEH003,coolant_temp,89.44,Celsius
2025-10-01 08:04:19,VEH001,engine_rpm,2887.32,RPM
2025-10-01 08:04:20,VEH001,coolant_temp,75.73,Celsius
2025-10-01 08:04:21,VEH002,engine_rpm,2470.24,RPM
2025-10-01 08:04:22,VEH002,coolant_temp,60.0,Celsius
2025-10-01 08:04:23,VEH002,oxygen_sensor,0.5,Volts
2025-10-01 08:04:24,VEH001,coolant_temp,82.47,Celsius
2025-10-01 08:04:25,VEH004,throttle_position,11.28,%
2025-10-01 08:04:26,VEH003,coolant_temp,101.32,Celsius
2025-10-01 08:04:27,VEH001,coolant_temp,70.7,Celsius
2025-10-01 08:04:28,VEH003,engine_rpm,2279.98,RPM
2025-10-01 08:04:29,VEH001,throttle_position,31.96,%
2025-10-01 08:04:30,VEH004,oxygen_sensor,0.99,Volts
2025-10-01 08:04:31,VEH002,engine_rpm,1782.07,RPM
2025-10-01 08:04:32,VEH002,engine_rpm,3081.58,RPM
2025-10-01 08:04:33,VEH003,engine_rpm,2505.12,RPM
2025-10-01 08:04:34,VEH001,throttle_position,15.28,%
2025-10-01 08:04:35,VEH004,throttle_position,36.93,%
2025-10-01 08:04:36,VEH001,throttle_position,32.99,%
2025-10-01 08:04:37,VEH001,oxygen_sensor,0.58,Volts
2025-10-01 08:04:38,VEH004,engine_rpm,2534.9,RPM
2025-10-01 08:04:39,VEH004,throttle_position,24.22,%
2025-10-01 08:04:40,VEH004,coolant_temp,86.14,Celsius
2025-10-01 08:04:41,VEH004,coolant_temp,91.62,Celsius
2025-10-01 08:04:42,VEH003,oxygen_sensor,1.02,Volts
2025-10-01 08:04:43,VEH004,oxygen_sensor,0.45,Volts
2025-10-01 08:04:44,VEH003,throttle_position,62.0,%
2025-10-01 08:04:45,VEH002,engine_rpm,1523.96,RPM
2025-10-01 08:04:46,VEH003,oxygen_sensor,0.67,Volts
2025-10-01 08:04:47,VEH002,oxygen_sensor,0.82,Volts
2025-10-01 08:04:48,VEH004,throttle_position,34.21,%
2025-10-01 08:04:49,VEH001,oxygen_sensor,0.58,Volts
2025-10-01 08:04:50,VEH003,coolant_temp,82.92,Celsius
2025-10-01 08:04:51,VEH004,coolant_temp,80.07,Celsius
2025-10-01 08:04:52,VEH003,throttle_position,21.16,%
2025-10-01 08:04:53,VEH003,throttle_position,42.74,%
2025-10-01 08:04:54,VEH003,engine_rpm,2678.51,RPM
2025-10-01 08:04:55,VEH002,engine_rpm,2153.55,RPM
2025-10-01 08:04:56,VEH002,oxygen_sensor,0.88,Volts
2025-10-01 08:04:57,VEH004,coolant_temp,88.07,Celsius
2025-10-01 08:04:58,VEH004,oxygen_sensor,0.86,Volts
2025-10-01 08:04:59,VEH004,engine_rpm,2814.81,RPM
2025-10-01 08:05:00,VEH001,throttle_position,17.57,%
2025-10-01 08:05:01,VEH002,oxygen_sensor,0.59,Volts
2025-10-01 08:05:02,VEH002,throttle_position,41.21,%
2025-10-01 08:05:03,VEH003,oxygen_sensor,0.82,Volts
2025-10-01 08:05:04,VEH003,oxygen_sensor,0.7,Volts
2025-10-01 08:05:05,VEH003,throttle_position,31.76,%
2025-10-01 08:05:06,VEH004,throttle_position,49.16,%
2025-10-01 08:05:07,VEH003,throttle_position,21.13,%
2025-10-01 08:05:08,VEH002,engine_rpm,2773.55,RPM
2025-10-01 08:05:09,VEH002,throttle_position,26.97,%
2025-10-01 08:05:10,VEH001,coolant_temp,82.82,Celsius
2025-10-01 08:05:11,VEH002,coolant_temp,95.99,Celsius
2025-10-01 08:05:12,VEH004,throttle_position,42.38,%
2025-10-01 08:05:13,VEH003,engine_rpm,2906.75,RPM
2025-10-01 08:05:14,VEH002,throttle_position,49.58,%
2025-10-01 08:05:15,VEH002,throttle_position,30.32,%
2025-10-01 08:05:16,VEH002,throttle_position,40.23,%
2025-10-01 08:05:17,VEH001,coolant_temp,81.9,Celsius
2025-10-01 08:05:18,VEH003,engine_rpm,2662.08,RPM
2025-10-01 08:05:19,VEH001,throttle_position,28.05,%
2025-10-01 08:05:20,VEH002,oxygen_sensor,0.72,Volts
2025-10-01 08:05:21,VEH001,engine_rpm,2797.58,RPM
2025-10-01 08:05:22,VEH003,oxygen_sensor,0.54,Volts
2025-10-01 08:05:23,VEH004,oxygen_sensor,1.12,Volts
2025-10-01 08:05:24,VEH003,coolant_temp,74.94,Celsius
2025-10-01 08:05:25,VEH001,throttle_position,11.79,%
2025-10-01 08:05:26,VEH004,engine_rpm,3079.06,RPM
2025-10-01 08:05:27,VEH001,oxygen_sensor,0.86,Volts
2025-10-01 08:05:28,VEH004,engine_rpm,2812.06,RPM
2025-10-01 08:05:29,VEH001,coolant_temp,91.28,Celsius
2025-10-01 08:05:30,VEH002,throttle_position,29.82,%
2025-10-01 08:05:31,VEH001,coolant_temp,76.03,Celsius
2025-10-01 08:05:32,VEH001,oxygen_sensor,0.72,Volts
2025-10-01 08:05:33,VEH002,oxygen_sensor,0.56,Volts
2025-10-01 08:05:34,VEH004,oxygen_sensor,0.9,Volts
2025-10-01 08:05:35,VEH003,oxygen_sensor,0.67,Volts
2025-10-01 08:05:36,VEH003,engine_rpm,2087.25,RPM
2025-10-01 08:05:37,VEH001,coolant_temp,81.79,Celsius
2025-10-01 08:05:38,VEH002,throttle_position,36.19,%
2025-10-01 08:05:39,VEH001,coolant_temp,79.36,Celsius
2025-10-01 08:05:40,VEH002,coolant_temp,76.78,Celsius
2025-10-01 08:05:41,VEH001,coolant_temp,87.44,Celsius
2025-10-01 08:05:42,VEH001,oxygen_sensor,0.75,Volts
2025-10-01 08:05:43,VEH004,oxygen_sensor,0.6,Volts
2025-10-01 08:05:44,VEH003,engine_rpm,2264.48,RPM
2025-10-01 08:05:45,VEH002,throttle_position,33.48,%
2025-10-01 08:05:46,VEH003,oxygen_sensor,0.41,Volts
2025-10-01 08:05:47,VEH001,coolant_temp,70.93,Celsius
2025-10-01 08:05:48,VEH003,coolant_temp,77.82,Celsius
2025-10-01 08:05:49,VEH004,engine_rpm,2393.28,RPM
2025-10-01 08:05:50,VEH002,coolant_temp,88.11,Celsius
2025-10-01 08:05:51,VEH003,coolant_temp,99.75,Celsius
2025-10-01 08:05:52,VEH001,engine_rpm,2928.83,RPM
2025-10-01 08:05:53,VEH002,throttle_position,27.6,%
2025-10-01 08:05:54,VEH003,oxygen_sensor,0.7,Volts
2025-10-01 08:05:55,VEH001,oxygen_sensor,0.5,Volts
2025-10-01 08:05:56,VEH003,oxygen_sensor,0.7,Volts
2025-10-01 08:05:57,VEH003,oxygen_sensor,0.64,Volts
2025-10-01 08:05:58,VEH004,engine_rpm,2661.36,RPM
2025-10-01 08:05:59,VEH001,oxygen_sensor,0.53,Volts
2025-10-01 08:06:00,VEH003,throttle_position,37.79,%
2025-10-01 08:06:01,VEH001,engine_rpm,3266.37,RPM
2025-10-01 08:06:02,VEH002,engine_rpm,2445.62,RPM
2025-10-01 08:06:03,VEH003,engine_rpm,2700.86,RPM
2025-10-01 08:06:04,VEH002,oxygen_sensor,0.84,Volts
2025-10-01 08:06:05,VEH004,throttle_position,23.98,%
2025-10-01 08:06:06,VEH002,oxygen_sensor,0.74,Volts
2025-10-01 08:06:07,VEH004,engine_rpm,2506.3,RPM
2025-10-01 08:06:08,VEH004,throttle_position,31.47,%
2025-10-01 08:06:09,VEH004,throttle_position,18.4,%
2025-10-01 08:06:10,VEH003,engine_rpm,2512.26,RPM
2025-10-01 08:06:11,VEH002,throttle_position,37.47,%
2025-10-01 08:06:12,VEH004,oxygen_sensor,0.99,Volts
2025-10-01 08:06:13,VEH003,oxygen_sensor,0.89,Volts
2025-10-01 08:06:14,VEH001,oxygen_sensor,1.13,Volts
2025-10-01 08:06:15,VEH001,throttle_position,18.49,%
2025-10-01 08:06:16,VEH003,throttle_position,43.08,%
2025-10-01 08:06:17,VEH001,oxygen_sensor,0.74,Volts
2025-10-01 08:06:18,VEH001,oxygen_sensor,1.14,Volts
2025-10-01 08:06:19,VEH004,engine_rpm,2095.85,RPM
2025-10-01 08:06:20,VEH002,throttle_position,17.4,%
2025-10-01 08:06:21,VEH004,oxygen_sensor,0.58,Volts
2025-10-01 08:06:22,VEH001,coolant_temp,63.76,Celsius
2025-10-01 08:06:23,VEH003,coolant_temp,79.74,Celsius
2025-10-01 08:06:24,VEH003,oxygen_sensor,0.55,Volts
2025-10-01 08:06:25,VEH004,engine_rpm,2575.2,RPM
2025-10-01 08:06:26,VEH001,coolant_temp,88.42,Celsius
2025-10-01 08:06:27,VEH002,throttle_position,58.14,%
2025-10-01 08:06:28,VEH001,oxygen_sensor,0.89,Volts
2025-10-01 08:06:29,VEH001,coolant_temp,79.23,Celsius
2025-10-01 08:06:30,VEH001,oxygen_sensor,0.52,Volts
2025-10-01 08:06:31,VEH001,coolant_temp,89.92,Celsius
2025-10-01 08:06:32,VEH004,throttle_position,10.2,%
2025-10-01 08:06:33,VEH003,oxygen_sensor,1.07,Volts
2025-10-01 08:06:34,VEH004,oxygen_sensor,0.94,Volts
2025-10-01 08:06:35,VEH002,oxygen_sensor,0.61,Volts
2025-10-01 08:06:36,VEH002,oxygen_sensor,0.36,Volts
2025-10-01 08:06:37,VEH002,coolant_temp,98.54,Celsius
2025-10-01 08:06:38,VEH001,throttle_position,28.28,%
2025-10-01 08:06:39,VEH004,throttle_position,48.57,%
2025-10-01 08:06:40,VEH003,engine_rpm,1702.79,RPM
2025-10-01 08:06:41,VEH003,throttle_position,21.01,%
2025-10-01 08:06:42,VEH004,coolant_temp,85.05,Celsius
2025-10-01 08:06:43,VEH004,oxygen_sensor,0.71,Volts
2025-10-01 08:06:44,VEH003,throttle_position,23.25,%
2025-10-01 08:06:45,VEH004,oxygen_sensor,0.82,Volts
2025-10-01 08:06:46,VEH003,coolant_temp,74.32,Celsius
2025-10-01 08:06:47,VEH002,oxygen_sensor,0.67,Volts
2025-10-01 08:06:48,VEH002,oxygen_sensor,0.72,Volts
2025-10-01 08:06:49,VEH001,throttle_position,37.72,%
2025-10-01 08:06:50,VEH004,oxygen_sensor,0.84,Volts
2025-10-01 08:06:51,VEH004,coolant_temp,73.75,Celsius
2025-10-01 08:06:52,VEH004,engine_rpm,1732.94,RPM
2025-10-01 08:06:53,VEH002,throttle_position,49.17,%
2025-10-01 08:06:54,VEH001,oxygen_sensor,0.77,Volts
2025-10-01 08:06:55,VEH001,oxygen_sensor,0.55,Volts
2025-10-01 08:06:56,VEH001,coolant_temp,100.51,Celsius
2025-10-01 08:06:57,VEH004,coolant_temp,86.16,Celsius
2025-10-01 08:06:58,VEH001,oxygen_sensor,0.94,Volts
2025-10-01 08:06:59,VEH003,throttle_position,31.01,%
