timestamp,vehicle_id,dtc_code,description,severity
2025-10-01 08:07:35,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:07:45,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:07:56,VEH001,P0171,System Too Lean,Medium
2025-10-01 08:07:59,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:08:01,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:08:06,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:08:09,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:08:18,VEH003,P0171,System Too Lean,Medium
2025-10-01 08:08:19,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:08:31,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:08:39,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:08:41,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:08:42,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:08:45,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:08:46,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:08:54,VEH004,P0171,System Too Lean,Medium
2025-10-01 08:08:57,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:09:01,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:09:09,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:09:12,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:09:28,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:09:34,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:09:53,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:09:54,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:09:55,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:09:59,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:10:12,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:10:30,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:10:34,VEH001,P0171,System Too Lean,Medium
2025-10-01 08:10:40,VEH003,P0171,System Too Lean,Medium
2025-10-01 08:10:49,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:10:54,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:11:06,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:11:17,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:11:20,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:11:25,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:11:29,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:11:33,VEH004,P0171,System Too Lean,Medium
2025-10-01 08:11:36,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:11:56,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:12:06,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:12:07,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:12:14,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:12:16,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:12:36,VEH003,P0171,System Too Lean,Medium
2025-10-01 08:12:41,VEH003,P0171,System Too Lean,Medium
2025-10-01 08:12:42,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:12:44,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:13:02,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:13:36,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:13:38,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:13:46,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:13:54,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:14:00,VEH003,P0171,System Too Lean,Medium
2025-10-01 08:14:08,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:14:11,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:14:37,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:14:44,VEH003,P0171,System Too Lean,Medium
2025-10-01 08:14:46,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:14:53,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:15:05,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:15:07,VEH004,P0171,System Too Lean,Medium
2025-10-01 08:15:13,VEH001,P0171,System Too Lean,Medium
2025-10-01 08:15:21,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:15:36,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:15:50,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:16:04,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:16:08,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:16:10,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:16:11,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:16:19,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:16:33,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:16:37,VEH004,P0171,System Too Lean,Medium
2025-10-01 08:16:39,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:16:41,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:18:25,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:18:32,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:18:49,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:18:53,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:19:00,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:19:14,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:19:20,VEH003,P0171,System Too Lean,Medium
2025-10-01 08:19:30,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:19:46,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:19:55,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:20:01,VEH004,P0171,System Too Lean,Medium
2025-10-01 08:20:21,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:20:37,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:20:42,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:20:44,VEH001,P0171,System Too Lean,Medium
2025-10-01 08:20:59,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:21:08,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:21:29,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:21:32,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:21:39,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:21:49,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:21:54,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:22:04,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:22:09,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:22:14,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:22:40,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:22:45,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:23:10,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:23:17,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:23:19,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:23:26,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:23:29,VEH003,P0171,System Too Lean,Medium
2025-10-01 08:23:31,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:23:55,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:23:59,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:24:03,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:24:04,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:24:06,VEH004,P0171,System Too Lean,Medium
2025-10-01 08:24:17,VEH001,P0171,System Too Lean,Medium
2025-10-01 08:24:25,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:24:43,VEH001,P0171,System Too Lean,Medium
2025-10-01 08:24:55,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:25:06,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:25:31,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:25:41,VEH001,P0171,System Too Lean,Medium
2025-10-01 08:26:11,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:26:30,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:26:38,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:26:56,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:27:04,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:27:06,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:27:24,VEH001,P0171,System Too Lean,Medium
2025-10-01 08:27:25,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:27:35,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:27:38,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:27:51,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:27:53,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:27:54,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:27:56,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:27:57,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:28:02,VEH003,P0171,System Too Lean,Medium
2025-10-01 08:28:05,VEH004,P0171,System Too Lean,Medium
2025-10-01 08:28:15,VEH004,P0171,System Too Lean,Medium
2025-10-01 08:28:20,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:28:22,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:28:23,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:28:27,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:28:39,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:28:50,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:28:56,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:29:06,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:29:16,VEH004,P0171,System Too Lean,Medium
2025-10-01 08:29:27,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:29:44,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:29:54,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:30:13,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:30:42,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:30:49,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:30:52,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:30:55,VEH004,P0171,System Too Lean,Medium
2025-10-01 08:30:57,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:31:23,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:31:24,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:31:27,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:31:45,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:31:47,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:32:16,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:32:19,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:32:35,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:32:43,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:32:50,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:32:58,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:33:11,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:33:19,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:33:36,VEH001,P0171,System Too Lean,Medium
2025-10-01 08:33:38,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:33:47,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:33:51,VEH001,P0171,System Too Lean,Medium
2025-10-01 08:33:52,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:33:54,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:34:00,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:34:22,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:34:23,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:34:35,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:34:51,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:34:52,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:35:16,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:35:29,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:35:31,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:35:40,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:35:45,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:35:53,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:36:16,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:36:18,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:36:19,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:36:34,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:36:37,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:36:48,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:36:50,VEH004,P0171,System Too Lean,Medium
2025-10-01 08:37:05,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:37:10,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:37:17,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:37:22,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:37:41,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:37:50,VEH001,P0171,System Too Lean,Medium
2025-10-01 08:38:12,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:38:36,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:38:43,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:38:45,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:38:47,VEH003,P0171,System Too Lean,Medium
2025-10-01 08:39:10,VEH003,P0171,System Too Lean,Medium
2025-10-01 08:39:11,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:39:13,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:39:16,VEH003,P0171,System Too Lean,Medium
2025-10-01 08:39:23,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:39:31,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:39:51,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:39:54,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:40:06,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:40:12,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:40:20,VEH004,P0171,System Too Lean,Medium
2025-10-01 08:40:29,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:40:33,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:40:35,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:40:44,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:40:49,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:40:52,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:40:56,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:41:02,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:41:23,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:41:29,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:41:31,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:41:35,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:41:36,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:41:42,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:41:53,VEH004,P0171,System Too Lean,Medium
2025-10-01 08:42:05,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:42:08,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:42:17,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:42:24,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:42:26,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:43:02,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:43:04,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:43:09,VEH004,P0171,System Too Lean,Medium
2025-10-01 08:43:48,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:44:14,VEH004,P0171,System Too Lean,Medium
2025-10-01 08:44:43,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:44:49,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:44:52,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:45:07,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:45:13,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:45:23,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:45:27,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:45:38,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:46:00,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:46:23,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:46:31,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:46:47,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:46:52,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:46:58,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:47:01,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:47:03,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:47:06,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:47:14,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:47:21,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:47:28,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:47:37,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:47:40,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:47:42,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:47:47,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:47:50,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:48:08,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:48:12,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:48:14,VEH001,P0171,System Too Lean,Medium
2025-10-01 08:48:49,VEH001,P0171,System Too Lean,Medium
2025-10-01 08:49:03,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:49:10,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:49:12,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:49:14,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:49:20,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:49:27,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:49:30,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:49:49,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:49:52,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:49:53,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:49:57,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:50:04,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:50:07,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:50:19,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:50:27,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:50:36,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:50:52,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:50:53,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:51:14,VEH001,P0171,System Too Lean,Medium
2025-10-01 08:51:16,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:51:17,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:51:21,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:51:31,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:51:42,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:52:33,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:52:45,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:53:02,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:53:03,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:53:33,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:53:47,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:53:51,VEH003,P0128,Coolant Thermostat Malfunction,Low
